composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap
Cs4 In8 Ge1 Se16,32.0,55.0,23.0,40.96551724137931,8.304399524375743,34.0,5.0,89.0,84.0,73.20689655172414,18.81569560047562,89.0,72.64,132.9054519,60.2654519,96.07468302068963,20.50135250701546,78.96,301.59,1211.4,909.8100000000002,474.4744827586207,72.36784780023783,494.0,1.0,16.0,15.0,13.03448275862069,3.3388822829964324,16.0,4.0,6.0,2.0,4.551724137931035,0.6468489892984542,4.0,120.0,244.0,124.0,143.17241379310346,27.81450653983354,120.0,0.79,2.55,1.7599999999999998,2.076206896551724,0.5228061831153388,2.55,1.0,2.0,1.0,1.862068965517241,0.2378121284185494,2.0,0.0,4.0,4.0,2.5517241379310347,1.5980975029726516,4.0,0.0,10.0,10.0,8.620689655172415,2.378121284185493,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,13.03448275862069,3.3388822829964324,16.0,0.0,1.0,1.0,0.1379310344827586,0.2378121284185493,0.0,0.0,5.0,5.0,2.6206896551724137,1.4078478002378123,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.7586206896551726,1.3222354340071345,2.0,23.005,115.765,92.76,37.75396551724138,21.520285374554103,25.92,0.0,0.799,0.799,0.4540344827586207,0.3806516052318668,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,85.41379310344827,78.80142687277052,14.0,2.2
Eu1 Sb2 S4,16.0,63.0,47.0,32.714285714285715,19.10204081632653,16.0,25.0,88.0,63.0,78.14285714285714,15.183673469387758,88.0,32.065,151.964,119.899,74.82057142857143,48.86351020408164,32.065,388.36,1095.0,706.64,636.5714285714286,283.6702040816326,388.36,3.0,16.0,13.0,13.857142857142858,3.10204081632653,16.0,3.0,6.0,3.0,4.0,1.1428571428571428,3.0,105.0,198.0,93.0,128.0,26.285714285714285,105.0,1.185,2.58,1.395,2.2292857142857145,0.4008163265306123,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.142857142857143,0.979591836734694,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,7.0,7.0,1.0,1.7142857142857142,0.0,6.0,15.0,9.0,9.0,3.4285714285714284,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.5714285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,1.7142857142857142,0.0,2.0,7.0,5.0,3.0,1.1428571428571428,2.0,25.786875,36.46,10.673125000000002,28.961071428571422,3.62765306122449,25.786875,0.0,2.202,2.202,1.2582857142857142,1.078530612244898,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,120.14285714285714,57.30612244897959,70.0,1.2
In4 Se3,34.0,49.0,15.0,42.57142857142857,7.346938775510204,49.0,75.0,89.0,14.0,81.0,6.857142857142857,75.0,78.96,114.818,35.858000000000004,99.45028571428573,17.563102040816325,114.818,429.75,494.0,64.25,457.2857142857143,31.46938775510204,429.75,13.0,16.0,3.0,14.285714285714286,1.469387755102041,13.0,4.0,5.0,1.0,4.571428571428571,0.489795918367347,5.0,120.0,142.0,22.0,132.57142857142858,10.77551020408163,142.0,1.78,2.55,0.7699999999999998,2.11,0.377142857142857,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.2857142857142856,1.469387755102041,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.285714285714286,1.469387755102041,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.7142857142857135,1.469387755102041,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.7142857142857135,1.469387755102041,5.0,24.26,25.92,1.66,24.97142857142857,0.8130612244897958,24.26,0.0,0.799,0.799,0.3424285714285714,0.3913469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,139.0,125.0,85.42857142857143,61.224489795918366,139.0,0.65
Cs1 Sm1 Cd1 Se3,34.0,62.0,28.0,44.5,10.5,34.0,5.0,89.0,84.0,60.833333333333336,31.222222222222225,89.0,78.96,150.36,71.40000000000002,105.42607531666664,26.46607531666667,78.96,301.59,1345.0,1043.41,620.4683333333334,241.5105555555556,494.0,1.0,16.0,15.0,10.666666666666666,5.777777777777778,16.0,4.0,6.0,2.0,4.833333333333333,0.8333333333333334,4.0,120.0,244.0,124.0,157.66666666666666,42.22222222222222,120.0,0.79,2.55,1.7599999999999998,1.883333333333333,0.6666666666666665,2.55,1.0,2.0,1.0,1.8333333333333333,0.2777777777777778,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444445,10.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,1.0,16.0,15.0,11.5,4.666666666666667,16.0,0.0,1.0,1.0,0.1666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.3333333333333333,2.2222222222222223,0.0,0.0,8.0,8.0,2.5,1.8333333333333333,2.0,19.495,115.765,96.27,41.04166666666666,24.907777777777778,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,105.16666666666669,91.16666666666669,14.0,2.45
Ga2 S3,16.0,31.0,15.0,22.0,7.2,16.0,74.0,88.0,14.0,82.4,6.719999999999999,88.0,32.065,69.723,37.658,47.1282,18.07584,32.065,302.91,388.36,85.44999999999999,354.18,41.016,388.36,13.0,16.0,3.0,14.8,1.44,16.0,3.0,4.0,1.0,3.4,0.48,3.0,105.0,122.0,17.0,111.8,8.16,105.0,1.81,2.58,0.77,2.272,0.3696,2.58,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.8,3.3600000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,18.8575,25.786875,6.929374999999997,23.015125,3.326099999999998,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,64.0,70.0,6.0,67.6,2.880000000000001,70.0,2.85
Sn1 Se1,34.0,50.0,16.0,42.0,8.0,34.0,80.0,89.0,9.0,84.5,4.5,80.0,78.96,118.71,39.75,98.835,19.875,78.96,494.0,505.08,11.079999999999984,499.54,5.539999999999992,494.0,14.0,16.0,2.0,15.0,1.0,14.0,4.0,5.0,1.0,4.5,0.5,4.0,120.0,139.0,19.0,129.5,9.5,120.0,1.96,2.55,0.5899999999999999,2.255,0.2949999999999999,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.92,33.285,7.364999999999995,29.6025,3.682499999999997,25.92,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,141.0,127.0,77.5,63.5,14.0,1.3
Gd2 Mo3 O12,8.0,64.0,56.0,20.58823529411765,17.771626297577853,8.0,27.0,87.0,60.0,73.41176470588235,19.18339100346021,87.0,15.9994,157.25,141.2506,46.72781176470588,43.38128719723184,15.9994,54.8,2896.0,2841.2,736.3294117647059,962.1591695501728,54.8,3.0,16.0,13.0,12.705882352941176,4.650519031141869,16.0,2.0,6.0,4.0,3.0,1.411764705882353,2.0,66.0,196.0,130.0,96.82352941176472,43.51557093425605,66.0,1.2,3.44,2.24,2.9505882352941177,0.6909342560553632,3.44,1.0,2.0,1.0,1.8235294117647056,0.2906574394463668,2.0,0.0,4.0,4.0,2.823529411764706,1.6608996539792389,4.0,0.0,5.0,5.0,1.0,1.411764705882353,0.0,0.0,7.0,7.0,0.8235294117647058,1.453287197231834,0.0,6.0,10.0,4.0,6.470588235294118,0.8304498269896194,6.0,0.0,1.0,1.0,0.1764705882352941,0.2906574394463668,0.0,0.0,2.0,2.0,1.411764705882353,0.8304498269896193,2.0,0.0,9.0,9.0,1.9411764705882355,2.740484429065744,0.0,0.0,7.0,7.0,0.8235294117647058,1.453287197231834,0.0,2.0,16.0,14.0,4.352941176470588,3.3217993079584773,2.0,9.105,32.05,22.945,12.966470588235294,5.451487889273356,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,71.70588235294117,84.29065743944636,12.0,4.06
Cd1 Si1 P2,14.0,48.0,34.0,23.0,12.5,15.0,70.0,83.0,13.0,78.5,4.5,83.0,28.0855,112.411,84.3255,50.611006,30.899997000000003,30.973762,317.3,1687.0,1369.7,728.955,479.0225,317.3,12.0,15.0,3.0,14.0,1.0,15.0,3.0,5.0,2.0,3.5,0.75,3.0,107.0,144.0,37.0,117.25,13.375,107.0,1.69,2.19,0.5,1.9925,0.1975,2.19,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,8.0,6.5,2.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,19.495,22.5702380952,3.0752380952,21.2688690476,1.3013690475999995,22.5702380952,0.0,1.625,1.625,1.00575,0.61925,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,227.0,225.0,106.25,104.25,2.0,2.16
Tl1 P1 Se2,15.0,81.0,66.0,41.0,20.0,34.0,76.0,89.0,13.0,84.25,4.75,89.0,30.973762,204.3833,173.409538,98.3192655,53.03201725,78.96,317.3,577.0,259.7,470.575,76.6375,494.0,13.0,16.0,3.0,15.0,1.0,16.0,3.0,6.0,3.0,4.25,0.875,4.0,107.0,145.0,38.0,123.0,11.0,120.0,1.62,2.55,0.9299999999999996,2.2275,0.3224999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,14.0,14.0,3.5,5.25,0.0,5.0,27.0,22.0,16.0,5.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.0,2.0,22.5702380952,26.91,4.3397619048,25.330059523800003,1.3799107142999991,25.92,0.0,1.625,1.625,0.80575,0.4096249999999999,0.799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,56.0,69.0,14.0,0.5
Pb0.85 Sn0.15 Se1,34.0,82.0,48.0,55.6,22.44,34.0,80.0,89.0,9.0,84.925,4.075,89.0,78.96,207.2,128.24,136.44324999999998,60.1432375,78.96,494.0,600.61,106.61,540.14025,51.399287500000014,494.0,14.0,16.0,2.0,15.0,1.0,16.0,4.0,6.0,2.0,4.925,0.925,4.0,120.0,146.0,26.0,132.475,12.475,120.0,1.96,2.55,0.5899999999999999,2.41225,0.1377499999999998,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,5.95,6.8425,0.0,14.0,28.0,14.0,20.950000000000003,5.9925,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.92,33.285,7.364999999999995,27.403125,1.4831249999999987,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,113.2,99.2,14.0,0.14
Sr4 V2 Se6 O21,8.0,38.0,30.0,17.272727272727273,11.801652892561984,8.0,8.0,89.0,81.0,75.3030303030303,19.867768595041326,87.0,15.9994,87.62,71.62060000000001,38.245769696969695,28.313561432506887,15.9994,54.8,2183.0,2128.2,384.26666666666665,419.32121212121206,54.8,2.0,16.0,14.0,13.636363636363637,3.867768595041322,16.0,2.0,5.0,3.0,2.8484848484848486,1.0798898071625345,2.0,66.0,195.0,129.0,96.72727272727272,39.10743801652893,66.0,0.95,3.44,2.49,2.8666666666666667,0.7296969696969697,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.272727272727273,1.190082644628099,4.0,0.0,10.0,10.0,2.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,7.272727272727272,3.173553719008264,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6363636363636365,0.5950413223140495,2.0,0.0,7.0,7.0,0.4242424242424242,0.7970615243342517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.060606060606061,0.5987144168962351,2.0,9.105,54.23,45.125,17.868636363636366,11.742644628099171,9.105,0.0,0.799,0.799,0.1452727272727272,0.2377190082644628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,51.333333333333336,63.63636363636363,12.0,2.66
Cu1 Pb1 Bi1 S3,16.0,83.0,67.0,40.333333333333336,28.11111111111111,16.0,64.0,88.0,24.0,82.5,6.666666666666667,88.0,32.065,208.9804,176.9154,95.9869,74.73553333333334,32.065,388.36,1357.77,969.41,611.3100000000001,248.82,388.36,11.0,16.0,5.0,14.666666666666666,1.4444444444444446,16.0,3.0,6.0,3.0,4.166666666666667,1.2222222222222223,3.0,105.0,148.0,43.0,123.5,18.5,105.0,1.9,2.58,0.6800000000000002,2.3316666666666666,0.2483333333333333,2.58,1.0,2.0,1.0,1.8333333333333333,0.2777777777777778,2.0,0.0,4.0,4.0,2.833333333333333,1.222222222222222,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,29.0,23.0,14.333333333333334,9.444444444444445,6.0,0.0,1.0,1.0,0.1666666666666666,0.2777777777777778,0.0,0.0,4.0,4.0,2.1666666666666665,0.888888888888889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.333333333333333,0.7777777777777778,2.0,11.07,32.95,21.880000000000003,24.915104166666666,4.615034722222222,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,112.0,75.33333333333333,70.0,0.12
Cs2 Cu1 P3 S9,15.0,55.0,40.0,21.866666666666667,9.786666666666669,16.0,5.0,88.0,83.0,74.33333333333333,19.86666666666667,88.0,30.973762,132.9054519,101.9316899,47.39087932,24.957902112000003,32.065,301.59,1357.77,1056.18,427.206,124.0752,388.36,1.0,16.0,15.0,13.466666666666669,3.653333333333333,16.0,3.0,6.0,3.0,3.466666666666667,0.7466666666666667,3.0,105.0,244.0,139.0,125.73333333333332,32.373333333333335,105.0,0.79,2.58,1.79,2.2179999999999995,0.4344000000000001,2.58,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,0.6666666666666666,1.2444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,5.466666666666667,1.3777777777777775,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.4,2.0,11.07,115.765,104.695,36.15950595237334,21.22813174603378,25.786875,0.0,2.202,2.202,1.6462,0.6669599999999999,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,87.93333333333334,55.89333333333334,70.0,2.4
In1 Se1,34.0,49.0,15.0,41.5,7.5,34.0,75.0,89.0,14.0,82.0,7.0,75.0,78.96,114.818,35.858000000000004,96.889,17.929000000000002,78.96,429.75,494.0,64.25,461.875,32.125,429.75,13.0,16.0,3.0,14.5,1.5,13.0,4.0,5.0,1.0,4.5,0.5,4.0,120.0,142.0,22.0,131.0,11.0,120.0,1.78,2.55,0.7699999999999998,2.165,0.3849999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5,1.5,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.5,1.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,24.26,25.92,1.66,25.090000000000003,0.8300000000000001,24.26,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,139.0,125.0,76.5,62.5,14.0,1.29
Sr1 Se1 O4,8.0,38.0,30.0,17.333333333333332,12.444444444444445,8.0,8.0,89.0,81.0,74.16666666666667,22.055555555555557,87.0,15.9994,87.62,71.62060000000001,38.4296,29.90693333333333,15.9994,54.8,1050.0,995.2,293.8666666666667,318.7555555555556,54.8,2.0,16.0,14.0,13.666666666666666,3.888888888888889,16.0,2.0,5.0,3.0,2.833333333333333,1.1111111111111112,2.0,66.0,195.0,129.0,96.5,40.66666666666666,66.0,0.95,3.44,2.49,2.8766666666666665,0.7511111111111112,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.333333333333333,1.111111111111111,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,9.105,54.23,45.125,19.42833333333333,13.764444444444443,9.105,0.0,0.799,0.799,0.1331666666666666,0.2219444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,47.833333333333336,59.05555555555557,12.0,4.75
Bi2 Mo2 Se2 O13,8.0,83.0,75.0,22.210526315789476,19.44598337950139,8.0,50.0,89.0,39.0,83.21052631578948,6.991689750692516,87.0,15.9994,208.9804,192.981,51.35752631578947,48.38480443213297,15.9994,54.8,2896.0,2841.2,451.64210526315793,543.0470914127424,54.8,6.0,16.0,10.0,14.842105263157896,1.8614958448753456,16.0,2.0,6.0,4.0,2.9473684210526314,1.296398891966759,2.0,66.0,154.0,88.0,89.57894736842105,32.26592797783933,66.0,2.02,3.44,1.42,3.062105263157895,0.5171191135734071,3.44,1.0,2.0,1.0,1.894736842105263,0.1883656509695291,2.0,0.0,4.0,4.0,3.473684210526316,0.8310249307479223,4.0,0.0,10.0,10.0,2.631578947368421,3.601108033240998,0.0,0.0,14.0,14.0,1.4736842105263157,2.637119113573407,0.0,6.0,29.0,23.0,9.473684210526317,5.484764542936287,6.0,0.0,1.0,1.0,0.1052631578947368,0.188365650969529,0.0,0.0,3.0,3.0,1.894736842105263,0.3988919667590029,2.0,0.0,5.0,5.0,0.5263157894736842,0.9418282548476454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.526315789473684,0.8310249307479223,2.0,9.105,32.95,23.845,14.078157894736842,6.805373961218836,9.105,0.0,0.799,0.799,0.0841052631578947,0.1505041551246537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,35.05263157894737,40.83102493074793,12.0,3.15
Hg1 Ga2 Se4,31.0,80.0,49.0,39.71428571428572,11.510204081632654,34.0,71.0,89.0,18.0,82.14285714285714,7.836734693877552,89.0,69.723,200.59,130.86700000000002,93.69657142857145,30.540979591836734,78.96,234.32,494.0,259.68,402.3057142857143,104.7934693877551,494.0,12.0,16.0,4.0,14.571428571428571,1.6326530612244898,16.0,4.0,6.0,2.0,4.285714285714286,0.4897959183673468,4.0,120.0,132.0,12.0,122.28571428571428,2.775510204081637,120.0,1.81,2.55,0.7399999999999998,2.26,0.3314285714285713,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.571428571428572,1.6326530612244898,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,13.0,26.0,13.0,16.571428571428573,2.6938775510204094,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.3877551020408163,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.3877551020408163,2.0,18.8575,25.92,7.0625,23.80465517241429,2.8269458128081624,25.92,0.0,0.799,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,50.0,41.142857142857146,14.0,1.95
Pb1 Se1 O4,8.0,82.0,74.0,24.666666666666668,22.222222222222214,8.0,81.0,89.0,8.0,86.33333333333333,1.777777777777781,87.0,15.9994,207.2,191.2006,58.35959999999999,56.48026666666666,15.9994,54.8,600.61,545.8100000000001,218.96833333333336,218.89111111111117,54.8,14.0,16.0,2.0,15.666666666666666,0.5555555555555559,16.0,2.0,6.0,4.0,3.0,1.3333333333333333,2.0,66.0,146.0,80.0,88.33333333333333,29.77777777777777,66.0,2.33,3.44,1.11,3.106666666666667,0.4444444444444443,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.6666666666666665,0.5555555555555557,4.0,0.0,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,14.0,14.0,2.333333333333333,3.888888888888889,0.0,6.0,28.0,22.0,11.333333333333334,7.111111111111111,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.333333333333333,0.5555555555555557,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.333333333333333,0.5555555555555557,2.0,9.105,28.11,19.005,15.075,7.960000000000001,9.105,0.0,0.799,0.799,0.1331666666666666,0.2219444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,47.833333333333336,59.05555555555557,12.0,4.3
